Tote,"der Tote, -n die Tote, -n",Bei dem Unfall gab es zwei Tote.,,,,,
Tourismus,der Tourismus,In dieser Gegend gibt es viel Tourismus.,,,,,
"Tourist, Touristin","der Tourist, -en die Touristin, -nen",Es kommen immer mehr Touristen in unsere Stadt.,,,,,
Tradition,"die Tradition, -en",Eine große Hochzeit mit vielen Leuten ist bei uns Tradition.,,,,,
"Trainer, Trainerin","der Trainer, - die Trainerin, -nen",Ich finde unseren Trainer sehr nett.,,,,,
Training,"das Training, -s",Jeden Dienstag ist Training.,Ich gehe jede Woche zum Training.,,,,
Tram,"das Tram, -s ? D, A: Straßenbahn",Fahren wir mit dem Tram oder dem Bus?,,,,,
Träne,"die Träne, -n transportieren, transportiert, transportierte, hat transportiert",Sie trocknet dem Kind die Tränen. Wie willst du die Möbel denn transportieren?,,,,,
Transport,"der Transport, -e",Was kostet der Transport?,,,,,
Traum,"der Traum, ¨-e",Mein Traum ist ein eigenes Geschäft.,,,,,
Treffpunkt,"der Treffpunkt, -e",Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.,,,,,
Trennung,"die Trennung, -en",Die Trennung von der Familie war schwierig.,"Meine Kollegin ist noch nicht geschieden, aber sie lebt in Trennung.",,,,
Treppe,"die Treppe, -n (D, CH) ? A: Stiege",Wo ist die Toilette? – Die Treppe hoch und dann links.,Meine Oma kann nicht gut Treppen steigen.,,,,
Treppenhaus,"das Treppenhaus, ¨-er (D, CH) ? A: Stiegenhaus",Im Treppenhaus ist kein Licht.,,,,,
Trinkgeld,"das Trinkgeld, -er",Ich habe dem Kellner zwei Euro Trinkgeld gegeben.,,,,,
Tropfen (Pl.),die Tropfen (Pl.),Hast du die Tropfen schon genommen?,Wegen der paar Regentropfen brauchst du doch keinen Schirm.,,,,
Trottoir,"das Trottoir, -s (CH) ? Gehsteig (D, A)",Das Velofahren auf dem Trottoir ist nicht erlaubt.,,,,,
Tuch,"das Tuch, ¨-er",Wo hast du dieses schöne Tuch gekauft?,Die Handtücher sind im Schrank ganz oben.,Hast du ein Taschentuch für mich?,,,
Tür,"die Tür, -en",Machen Sie bitte die Tür zu! Es zieht.,,,,,
Turm,"der Turm, ¨-e","Kommen Sie auf den Turm, von hier sieht man die ganze Stadt.",,,,,
Tüte,"die Tüte, -n",Brauchen Sie eine Tüte für den Salat?,,,,,
Typ,"der Typ, -en",Mein Nachbar ist ein netter Typ.,Was für ein Typ bist du? Was machst du gerne?,Kennen Sie sich mit den verschiedenen Typen aus? Auch mit meinem Auto?,,,
U-Bahn,"die U-Bahn, -en",Ich fahre mit der U-Bahn.,,,,,
Übung,"die Übung, -en",Diese Übung war sehr schwer.,Ich fahre nicht oft Auto. Mir fehlt die Übung.,,,,
Übernachtung,"die Übernachtung, -en",In diesem Hotel kostet die Übernachtung mit Frühstück 90 Euro.,,,,,
Überraschung,"die Überraschung,-en",Ich habe eine Überraschung für dich.,"Das ist ja eine Überraschung. Ich dachte, du bist im Urlaub.",,,,
Überschrift,"die Überschrift, -en",Der Artikel erschien unter der folgenden Überschrift: „…“,Die Überschrift passt überhaupt nicht zum Inhalt des Artikels.,,,,
"Übersetzer, Übersetzerin","der Übersetzer, - die Übersetzerin, -nen",Meine Tochter möchte als Übersetzerin arbeiten.,,,,,
Übersetzung,"die Übersetzung, -en",Die Übersetzung des Buches ist sehr gut.,,,,,
Überstunde,"die Überstunde, -n",Ich muss heute Überstunden machen.,,,,,
Überweisung,"die Überweisung, - en",Sie können bar oder per Überweisung bezahlen.,Der Hausarzt hat mir eine Überweisung fürs Krankenhaus gegeben.,,,,
Ufer,"das Ufer, -",Er schwimmt ans Ufer zurück.,Am Seeufer ist es schön spazieren zu gehen.,,,,
Uhr,"die Uhr, -en",Wie viel Uhr ist es?,Es ist vier Uhr.,Um wie viel Uhr müssen wir gehen?,Meine Uhr ist stehen geblieben.,,
Umfrage,"die Umfrage, -n",Wir machen eine Umfrage zum Thema Umweltschutz.,,,,,
Umgebung,"die Umgebung, -en",In der Umgebung von Berlin kann man schöne Ausflüge machen.,,,,,
Umleitung,"die Umleitung, -en",Es gibt wegen des Unfalls eine Umleitung.,,,,,
Umtausch,"der Umtausch, ¨-e",Ein Umtausch ist leider nicht möglich.,,,,,
Umwelt,die Umwelt,Alte Autos sind ein Problem für die Umwelt.,,,,,
Umweltschutz,der Umweltschutz,Das Land muss mehr Geld für Umweltschutz ausgeben.,,,,,
Umweltverschmutzung,"die Umweltverschmutzung, -en",Die Umweltverschmutzung nimmt weiter zu.,,,,,
Umzug,"der Umzug, ¨-e",Der Umzug ist nächste Woche.,,,,,
Unfall,"der Unfall, ¨-e",Ich hatte letzte Woche einen Unfall.,,,,,
Unglück,"das Unglück, -e",Bei dem Unglück gab es viele Verletzte.,,,,,
Uniform,"die Uniform, -en","In der Schule, die sie besucht, trägt man Uniformen.",,,,,
Universität,"die Universität, -en",Mein Sohn studiert an der Universität.,,,,,
Unterhaltung,"die Unterhaltung, -en",Wir wünschen Ihnen gute Unterhaltung.,,,,,
Unterkunft,"die Unterkunft, ¨-e",Ich komme drei Tage nach Hamburg und suche eine günstige Unterkunft.,Ist dieser Preis inklusive Unterkunft und Essen?,,,,
Unterlagen (Pl.),die Unterlagen (Pl.),Ich schicke Ihnen alle Unterlagen mit der Post zu.,,,,,
"Unternehmer, Unternehmerin","der Unternehmer, - die Unternehmerin, -nen",Sie ist erfolgreiche Unternehmerin.,,,,,
Unterricht,der Unterricht,Der Unterricht dauert von 17 bis 19 Uhr.,,,,,
Unterschied,"der Unterschied, -e","Können Sie mir sagen, was der Unterschied ist? Welche Fahrkarte ist günstiger?",,,,,
Unterschrift,"die Unterschrift, -en",Auf dem Schreiben fehlt die Unterschrift.,,,,,
Unterstützung,"die Unterstützung, -en",Ich nehme Ihre Unterstützung gern an.,,,,,
Untersuchung,"die Untersuchung, -en",Ich habe morgen eine Untersuchung im Krankenhaus.,,,,,
Urkunde,"die Urkunde, -n","Wenn wir das Spiel gewinnen, bekommen wir eine Urkunde.",,,,,
Urlaub,"der Urlaub, -e (D, A) ? CH: Ferien",Ich habe noch drei Tage Urlaub.,,,,,
Ursache,"die Ursache, -n",Kennt man schon die Unfallursache?,Vielen Dank! – Keine Ursache!,,,,
Urteil,"das Urteil, -e",Dein Urteil ist für mich sehr wichtig.,Das Urteil des Gerichts erscheint mir zu hart.,,,,
Vase,"die Vase, -n",Hast du eine Vase für die Blumen?,,,,,
Vater,"der Vater, ¨-",Mein Vater arbeitet in einem Restaurant.,Herr Müller ist Vater geworden.,,,,
Velo,"das Velo, -s (CH) ? Fahrrad; D, A: Rad",Sie fährt jeden Morgen mit dem Velo zur Arbeit.,Am Sonntag fahren wir oft Velo.,,,,
Verabredung,"die Verabredung, -en",Ich habe um 15 Uhr eine Verabredung mit Klaus.,,,,,
Abschied,"der Abschied, -e",Der Abschied von meinen Freunden fiel mir schwer.,,,,,
Veranstaltung,"die Veranstaltung, -en",Am Samstag ist unser Lokal geschlossen. Wir haben eine Veranstaltung.,,,,,
Verantwortung,die Verantwortung,Sie tragen die Verantwortung für Ihre Kinder.,,,,,
Verbot,"das Verbot, -e",Ich bin für das Verbot dieses neuen Videospiels.,,,,,
Verbindung,"die Verbindung, -en",Die Verbindung ist sehr gut. Ich kann direkt mit diesem Zug fahren und muss nicht umsteigen.,Kannst du bitte lauter sprechen? Die Verbindung ist sehr schlecht.,,,,
"Verbrecher, Verbrecherin","der Verbrecher, - die Verbrecherin, -nen",Die Polizei hat den Verbrecher verhaftet.,,,,,
Verdacht,der Verdacht,"Wer hat das Geld aus der Kasse genommen? – Ich weiß es nicht, aber ich habe einen Verdacht.",Wen haben Sie in Verdacht?,,,,
Verein,"der Verein, -e",Ich bin schon seit 15 Jahren Mitglied in diesem Verein.,,,,,
Vergangenheit,die Vergangenheit,In der Vergangenheit war das anders.,,,,,
Vergleich,"der Vergleich, -e",Ein Vergleich ist schwer möglich.,Im Vergleich zum Wetter letzte Woche ist es heute warm.,,,,
Vergnügen,"das Vergnügen, -","Es ist ein Vergnügen, den Kindern beim Spielen zuzusehen.",Ich wünsche dir viel Vergnügen bei der Party!,,,,
Verhalten,das Verhalten,Ich bewundere dein Verhalten in der schwierigen Situation.,,,,,
Verhältnis,"das Verhältnis, -se",Ich habe ein gutes Verhältnis zu meinen Eltern.,,,,,
"Verkäufer, Verkäuferin","der Verkäufer, - die Verkäuferin, -nen",Die Verkäuferin wird Ihnen gleich helfen.,,,,,
Verkehr,der Verkehr,Morgens ist hier immer viel Verkehr.,,,,,
Verkehrsmittel,"das Verkehrsmittel, -",Es gibt kaum Parkplätze. Sie sollten mit öffentlichen Verkehrsmitteln fahren.,,,,,
Verlag,"der Verlag, -e (A: ¨-e)",Von welchem Verlag ist dieses Buch?,,,,,
Verletzung,"die Verletzung, -en",Keine Angst. Die Verletzung ist nicht so schlimm.,,,,,
"Verlierer, Verliererin","der Verlierer, - die Verliererin, -nen",Sie ist eine gute Verliererin.,,,,,
Verlust,"der Verlust, -e",Der Verlust meiner Uhr ärgert mich sehr.,,,,,
"Vermieter, Vermieterin","der Vermieter, - die Vermieterin, -nen","Unsere Vermieterin ist eine sehr nette, ältere Frau.",,,,,
Vermietung,"die Vermietung, -en",Mit der Vermietung von Wohnungen kann man viel Geld verdienen.,,,,,
Vermittlung,"die Vermittlung, -en",Du suchst ein Zimmer? Dann frag bei der Vermittlung am Bahnhof nach.,Rufen Sie die Vermittlung an und fragen Sie nach der Telefonnummer von Herrn Fischer.,,,,
Versammlung,"die Versammlung, -en",Der Minister hielt bei der Versammlung eine Rede.,,,,,
Versichertenkarte,"die Versichertenkarte, -n (D) ? A: e-card",Haben Sie Ihre Versichertenkarte dabei?,,,,,
Versicherung,"die Versicherung, -en",Sie sollten eine Versicherung für Ihr Gepäck abschließen.,Sie müssen den Unfall der Versicherung melden.,,,,
Verspätung,"die Verspätung, -en",Unser Zug hatte 10 Minuten Verspätung.,,,,,
Verständnis,das Verständnis,Wir bitten um Ihr Verständnis.,,,,,
Versuch,"der Versuch, -e",In der Forschung werden viele Versuche gemacht.,"Mein Versuch, etwas zu ändern, blieb ohne Erfolg.",,,,
Vertrag,"der Vertrag, ¨-e",Sie beide müssen den Vertrag unterschreiben.,,,,,
Vertrauen,das Vertrauen,Ich habe Vertrauen zu Ihnen.,,,,,
"Vertreter, Vertreterin","der Vertreter, - die Vertreterin, -nen","Als Herr Dr. Müller in Urlaub war, bin ich zu seiner Vertreterin gegangen.",Die Elternvertreter treffen sich morgen Abend in der Schule.,,,,
Vertretung,"die Vertretung, -en",Herr Dr. Meyer macht für mich die Vertretung.,,,,,
Verwaltung,"die Verwaltung, -en",Sprechen Sie bitte mit der Verwaltung. Die können Ihnen helfen.,,,,,
Verwandte,"der Verwandte, -n die Verwandte, -n",Zu meinem Geburtstag kommen alle Verwandten.,,,,,
Video,"das Video, -s",Ich habe den Film auf Video aufgenommen.,Lass uns ein Video vom Fest machen!,,,,
Viertel,"das Viertel, - (D, A) ? CH: Quartier",Wir wohnen in einem schönen Viertel.,,,,,
Virus,"der Virus, Viren",Ich habe mal wieder einen Virus auf meinem Computer.,,,,,
Visitenkarte,"die Visitenkarte, -n",Darf ich Ihnen meine Visitenkarte geben?,,,,,
Visum,"das Visum, Visa",Das Visum ist für drei Monate gültig.,,,,,
Vitamin,"das Vitamin, -e","Der Arzt sagt, ich soll viele Vitamine essen.",,,,,
Vollzeit,die Vollzeit,Ich möchte gerne Vollzeit arbeiten.,,,,,
Voraussetzung,"die Voraussetzung, -en",Gesunde Ernährung ist die Voraussetzung für ein langes Leben.,"Er will die Arbeit nur unter der Voraussetzung annehmen, dass ihm die Firma eine Wohnung organisiert.",,,,
Vorbereitung,"die Vorbereitung, -en",Nächste Woche beginnen wir mit der Vorbereitung für die Prüfung.,,,,,
Vorfahrt,die Vorfahrt,Achtung! Das Auto rechts hat Vorfahrt!,,,,,
Vorort,"der Vorort, -e",Wir wohnen in einem Vorort von Köln.,,,,,
Vorschlag,"der Vorschlag, ¨-e","Ich mache dir einen Vorschlag: Du hilfst mir beim Deutschlernen, und ich lade dich zum Essen ein.",,,,,
Vorschrift,"die Vorschrift, -en",Beachten Sie bitte die Vorschriften für das Benutzen der Bibliothek.,,,,,
Vorsicht,die Vorsicht,Vorsicht! Der Teller ist heiß.,,,,,
Vorstellung,"die Vorstellung, -en",Wann läuft der Film? – Die nächste Vorstellung ist um 15 Uhr.,,,,,
Vorstellungsgespräch,"das Vorstellungsgespräch, -e",Wann hast du dein Vorstellungsgespräch?,,,,,
Vorteil,"der Vorteil, -e","Der Vorteil von dieser Wohnung ist, dass sie direkt im Zentrum liegt.",,,,,
Vortrag,"der Vortrag, ¨-e",Ihr Vortrag war sehr interessant.,,,,,
Vorwahl,"die Vorwahl, -en",Wie ist die Vorwahl von Hamburg?,,,,,
Vorwurf,"der Vorwurf, ¨-e",Eva kann nichts dafür. Mach ihr keine Vorwürfe.,,,,,
Wagen,"der Wagen, -",Ich habe meinen Wagen in die Werkstatt gebracht.,Im zweiten Wagen befindet sich das Zugrestaurant.,,,,
Wahl,"die Wahl, -en",Sie haben die Wahl: mit Vollpension oder Halbpension?,Die nächste Wahl ist im Herbst.,,,,
Wahrheit,"die Wahrheit, -en",Sag mir bitte die Wahrheit. Hast du wieder geraucht?,,,,,
Wald,"der Wald, ¨-er",Hinter unserem Haus fängt der Wald an.,Ich gehe gern im Wald spazieren.,,,,
Wand,"die Wand, ¨-e",Ich stelle das Regal rechts an die Wand.,Die Wände sind hier sehr dünn. Man hört alles.,,,,
Wanderung,"die Wanderung, -en",Wir haben in den Ferien eine schöne Wanderung gemacht.,,,,,
Ware,"die Ware, -n",Wir liefern Ihnen die Ware direkt ins Haus.,,,,,
Wärme,die Wärme,Wärme ist gut gegen meine Schmerzen.,,,,,
Wäsche,die Wäsche,Ich muss heute noch Wäsche waschen.,Kannst du bitte die Wäsche aufhängen?,,,,
Waschmittel,"das Waschmittel, -",Diese Bluse darfst du nicht mit jedem Waschmittel waschen.,,,,,
Wasser,das Wasser,Kann ich bitte ein Glas Wasser haben?,"Eine Cola und zwei Wasser, bitte!",Gibt es hier kein warmes Wasser?,,,
Wecker,"der Wecker, -",Hast du den Wecker schon gestellt?,,,,,
Weg,"der Weg, -e",Dieser Weg ist sehr breit und angenehm.,Wir wohnen im/am Oberweg 10.,Können Sie mir den Weg zum Bahnhof erklären?,,,
Wein,"der Wein, -e",In diesem Restaurant gibt es sehr guten Wein.,,,,,
Weiterbildung,"die Weiterbildung, -en",Ich möchte eine Weiterbildung machen.,,,,,
Welt,die Welt,Überall auf der Welt gibt es Probleme.,Ich habe die besten Eltern der Welt.,,,,
Werbung,"die Werbung, -en",Ich sehe gern Werbung im Fernsehen.,Ich möchte keine Werbung im Briefkasten.,,,,
Werk,"das Werk, -e",Wir haben gestern das Werk besichtigt.,,,,,
Werkstatt,"die Werkstatt, ¨-en",Mein Wagen ist zurzeit in der Werkstatt.,,,,,
Werkzeug,"das Werkzeug, -e",Wir hatten kein Werkzeug für die Reparatur dabei.,,,,,
Wert,"der Wert, -e",Das Haus hat einen Wert von ca. 1 Mio. Euro.,Es hat ja doch keinen Wert.,Auf Ihr Urteil lege ich großen Wert.,,,
Wettbewerb,"der Wettbewerb, -e",Meine Tochter hat bei einem Wettbewerb gewonnen. Sie hat das beste Bild gemalt.,,,,,
Wetter,das Wetter,Ich habe Radio gehört. Das Wetter soll schön werden.,Wir hatten im Urlaub schlechtes Wetter.,Bei schönem Wetter könnten wir ein Picknick machen.,,,
Wetterbericht,"der Wetterbericht, -e",Hast du schon den Wetterbericht gehört?,,,,,
Wettervorhersage,"die Wettervorhersage, -n",Die Wettervorhersage für morgen: trocken und sonnig.,,,,,
Wiederholung,"die Wiederholung, -en",Eine Wiederholung der Prüfung ist möglich.,,,,,
Wiese,"die Wiese, -n",Vor unserem Haus ist eine Wiese mit Bäumen.,,,,,
Wind,"der Wind, -e",Der Wind kommt heute von Westen.,,,,,
Wirkung,"die Wirkung, -en",Welche Wirkungen hat dieses Medikament? Muss ich vorsichtig sein?,,,,,
Wirklichkeit,die Wirklichkeit,Das Buch beschreibt die Wirklichkeit um 1900 sehr gut.,"Man sagte mir, das Buch kostet nur 9 Euro. In Wirklichkeit kostet es 14 Euro.",,,,
"Wirt, Wirtin","der Wirt, -e die Wirtin, -nen",Ich kenne die Wirtin von diesem Lokal. Sie ist sehr nett.,,,,,
Wirtschaft,die Wirtschaft,In der Schule lernen die Kinder viel über Wirtschaft und Politik.,,,,,
Wissen,das Wissen,Es hat ein großes Wissen über Pflanzen.,Ich tue nichts ohne dein Wissen.,,,,
Wissenschaft,"die Wissenschaft, -en",Vertreter von Kunst und Wissenschaft treffen sich heute in Berlin.,,,,,
"Wissenschaftler, Wissenschaftlerin","der Wissenschaftler, - die Wissenschaftlerin, -nen",Sie ist Wissenschaftlerin an der Universität.,,,,,
Witz,"der Witz, -e",Wir haben Witze erzählt und viel gelacht.,,,,,
Wohnort,"der Wohnort, -e",Tragen Sie bitte Straße und Wohnort ein.,,,,,
Wohnsitz,"der Wohnsitz, -e",Er hat einen festen Wohnsitz in dieser Stadt.,,,,,
Wohnung,"die Wohnung, -en","Wir suchen eine möblierte Wohnung, möglichst im Zentrum.",,,,,
Wohnzimmer,"das Wohnzimmer, -",Wir sitzen im Wohnzimmer und sehen fern.,,,,,
Wolke,"die Wolke, -n",Es sind viele Wolken am Himmel.,,,,,
Wolle,die Wolle,Dieser Pullover ist aus reiner Wolle.,,,,,
Wort,"das Wort, ¨-er",Ich kenne diese beiden Wörter nicht.,,,,,
Wort,"das Wort, -e",Sie hat mit wenigen Worten viel gesagt.,,,,,
Wörterbuch,"das Wörterbuch, ¨-er",Ich muss das Wort im Wörterbuch nachschlagen.,,,,,
Wunde,"die Wunde, -n",Die Wunde müssen wir sofort verbinden.,,,,,
Wunder,"das Wunder, -","Ich bin mit dem Fahrrad gestürzt. Es war ein Wunder, dass nichts Schlimmes passiert ist.","Du isst zu viel Schokolade. Kein Wunder, dass die Hose nicht mehr passt.",,,,
Wunsch,"der Wunsch, ¨-e",Haben Sie sonst noch einen Wunsch?,Mit den besten Wünschen für Sie und Ihre Familie.,,,,
Wurst,"die Wurst, ¨-e",Diese Wurst ist mir zu fett.,,,,,
Zahl,"die Zahl, -en",Können Sie die Zahl bitte wiederholen?,Die Zahl der Internetnutzer wird immer größer.,,,,
Anzahl,"die Anzahl, -en",Die Anzahl der Teilnehmer war groß.,,,,,
Zahlung,"die Zahlung, -en",Bitte geben Sie bei der Zahlung die Rechnungsnummer an.,,,,,
Zahn,"der Zahn, ¨-e",Der Zahn tut mir schon lange weh.,,,,,
Zahncreme/-pasta,die Zahncreme/-pasta,Die neue Zahncreme riecht sehr gut.,,,,,
Zange,"die Zange, -n","Um das Fahrrad zu reparieren, brauchst du eine Zange.",,,,,
Zeichen,"das Zeichen, -","Bitte fangen Sie erst an, wenn ich Ihnen ein Zeichen gebe.",,,,,
Verkehrszeichen,"das Verkehrszeichen, -",Meine Kinder lernen in der Schule gerade die Verkehrszeichen.,,,,,
Zeichnung,"die Zeichnung, -en",Das ist eine schöne Zeichnung.,,,,,
Zeile,"die Zeile, -n",Das Wort steht in der fünften Zeile von oben.,,,,,
Zeit,die Zeit,Ich habe heute keine Zeit.,Es ist noch früh. Wir haben noch viel Zeit.,Um welche Zeit sind Sie normalerweise zu Hause?,Um diese Zeit ist hier wenig los.,,
Zeitpunkt,"der Zeitpunkt, e",Er ist krank. Das ist kein guter Zeitpunkt für einen Besuch.,,,,,
Zeitschrift,"die Zeitschrift, -en",Diese Zeitschrift kaufe ich jede Woche.,,,,,
Zeitung,"die Zeitung, -en",Ich lese manchmal Zeitung.,,,,,
Zelt,"das Zelt, -e",Wir machen Camping-Urlaub und nehmen ein Zelt mit.,,,,,
Zentrum,"das Zentrum, Zentren",Im Zentrum gibt es fast keine Parkplätze.,Es gibt ein neues Zentrum mit vielen Geschäften. Es wird am Samstag eröffnet.,,,,
Zertifikat,"das Zertifikat, -e","Wenn ich die Prüfung schaffe, bekomme ich ein Zertifikat.",,,,,
Zettel,"der Zettel, -",Hast du einen Zettel für mich? Ich muss etwas aufschreiben.,,,,,
Zeug/-zeug,das Zeug/-zeug,Was hast du mit meinen Sachen gemacht? – Ich habe dein ganzes Zeug in dein Zimmer getan.,,,,,
"Zeuge, Zeugin","der Zeuge, -n die Zeugin, -nen",Die Polizei sucht noch Zeugen für den Unfall.,,,,,
Zeugnis,"das Zeugnis, -se","Wenn Sie die Prüfung schaffen, bekommen Sie ein Zeugnis.",,,,,
Ziel,"das Ziel, -e",Ich will die Prüfung unbedingt schaffen. Das ist mein Ziel.,,,,,
Zigarette,"die Zigarette, -n",Wie viele Zigaretten rauchst du am Tag?,,,,,
Zimmer,"das Zimmer, -",Die Wohnung hat drei Zimmer.,Ich habe ein Zimmer im Hotel Eden reserviert.,,,,
Zinsen (nur Pl.),die Zinsen (nur Pl.),Wie viele Zinsen bekomme ich für mein Sparkonto?,,,,,
Zirkus,"der Zirkus, -se",Heute gehen wir mit den Kindern in den Zirkus.,,,,,
Zitrone,"die Zitrone, -n",Ich hätte gern einen Tee mit Zitrone.,,,,,
Zivilstand,"der Zivilstand (CH) ? Personenstand; D, A: Familienstand",Bei „Zivilstand“ musst du „ledig“ ankreuzen.,,,,,
Zoll,"der Zoll, ¨-e",Das war die Passkontrolle. Wir müssen jetzt noch durch den Zoll.,,,,,
Zone,"die Zone, -n",Hier können wir nicht fahren. Das ist eine Fußgängerzone.,,,,,
Zoo,"der Zoo, -s",Am Sonntag gehen wir mit den Kindern in den Zoo.,,,,,
Zucker,der Zucker,Nehmen Sie Zucker in den Tee?,,,,,
Zufall,"der Zufall, ¨-e","So ein Zufall, dass ich dich hier treffe.","Durch Zufall habe ich gehört, dass die Wohnung frei ist.",,,,
Zugang,"der Zugang, ¨-e",Der Zugang zu diesem Haus ist schwierig.,Hast du Zugang zum Internet?,,,,
Zug,"der Zug, ¨-e",Unser Zug hatte 40 Minuten Verspätung.,Ich fahre gern mit dem Zug.,,,,
Zuhause,das Zuhause,Ich fühle mich hier wohl. Das ist mein Zuhause.,,,,,
"Zuhörer, Zuhörerin","der Zuhörer, - die Zuhörerin, -nen","Liebe Zuhörerinnen und Zuhörer, Ihre Meinung interessiert uns. Bitte rufen Sie an!",,,,,
Zukunft,die Zukunft,Du musst mehr für die Schule lernen. Denk an die Zukunft.,In Zukunft werde ich vorsichtiger sein.,,,,
Zünder,die Zünder (A) (Pl.) ? Streichholz; Zündholz,Ich hätte gern eine Schachtel Zünder.,,,,,
Zündholz,"das Zündholz, ¨-er ? Streichholz; A: Zünder",Ich hätte gern eine Schachtel Zündhölzer.,,,,,
Zusammenarbeit,die Zusammenarbeit,Sie sind der neue Kollege? Auf gute Zusammenarbeit!,,,,,
Zusammenhang,"der Zusammenhang, ¨-e",In diesem Zusammenhang möchte ich Sie auf zwei Bücher aufmerksam machen.,Was ist der Zusammenhang zwischen diesen beiden Themen?,,,,
"Zuschauer, Zuschauerin","der Zuschauer, - die Zuschauerin, -nen","Liebe Zuschauer, wir wünschen Ihnen gute Unterhaltung.",,,,,
Zuschlag,"der Zuschlag, ¨-e",Für diesen Zug müssen Sie einen Zuschlag zahlen.,,,,,
Zustand,"der Zustand, ¨-e","Als wir in die Wohnung eingezogen sind, war sie in sehr schlechtem Zustand.",,,,,
Zustimmung,"die Zustimmung, -en","Wir brauchen Ihre Zustimmung, um Ihnen Werbung zu schicken.",,,,,
Zutaten (Pl.),die Zutaten (Pl.),Welche Zutaten braucht man für diesen Kuchen?,,,,,
Zweck,"der Zweck, -e","Ich glaube, es hat keinen Zweck, sich zu bewerben. Der Job ist sicher schon weg.",,,,,
Zweifel,"der Zweifel, -",Da ist ohne Zweifel die beste Lösung.,Allmählich bekomme ich Zweifel daran.,,,,
Zwiebel,"die Zwiebel, -n",Eine Zwiebel in kleine Stücke schneiden und zusammen mit dem Fleisch braten.,,,,,
Abgase,Abgase (Pl.),Abgase aus Industrie und Haushalten verschmutzen die Luft.,,,,,
S-Bahn,"die S-Bahn, -en",Die S-Bahn ist schneller als die Straßenbahn.,,,,,
Früchte,"die Früchte (CH) ? D, A: Obst",Früchte kaufe ich am liebsten auf dem Markt.,,,,,
"Golf, Golfspiel","Golf, das Golfspiel",Kannst du Golf spielen?,,,,,
Ratschlag,"der Ratschlag, ¨-e",Meine Tochter nimmt meine Ratschläge nicht an.,,,,,
Verzeihung,die Verzeihung,Verzeihung! Ich habe die falsche Nummer gewählt.,,,,,
Volleyball,der Volleyball,Im Sommer spiele ich gern Volleyball.,,,,,
Zvieri/Znüni,"das/der Zvieri/Znüni, -s (CH) ? D: Imbiss; A: Jause",Es ist Zeit für ein kleines Zvieri.,,,,,
(Schlag)-Obers,das/der (Schlag-)Obers (A) ? D: (Schlag-)Sahne; CH: (Schlag-)Rahm,Ich hätte gern ein Stück Torte mit (Schlag-)Obers.,,,,,
"Kriminal-, Kriminalpolizei",Kriminal- die Kriminalpolizei,Ein Nachbar von uns arbeitet bei der Kriminalpolizei.,,,,,
Glace/Glacé,"die/das Glace/Glacé, -n (CH) ? D, A: Eis",Zum Dessert gibt es Schokoladenglace.,,,,,
Überzeugung,"die Überzeugung, -en","Ich bin fest davon überzeugt, dass meine Entscheidung richtig ist. Wie bist du zu dieser Überzeugung gekommen?",,,,,
