type,word,german,english
verb,erzählen,Ich muss meinen Kindern abends immer eine Geschichte erzählen.,I always have to tell my children a story in the evening.
verb,(sich) entschuldigen,"Entschuldigen Sie bitte, dass ich Sie störe. Aber es gibt ein Problem.",I apologize for disturbing you. But there is a problem.
verb,(sich) entschuldigen,"Herr Meier lässt sich entschuldigen, er ist stark erkältet.","Mr. Meier sends his apologies, he has a bad cold."
verb,(sich) entschuldigen,Ich wollte mich bei dir für meine Unfreundlichkeit entschuldigen.,I wanted to apologize to you for my rudeness.
other,wichtig,Die Prüfung ist sehr wichtig für mich.,The test is very important to me.
other,wichtig,Morgen habe ich einen wichtigen Termin.,I have an important appointment tomorrow.
noun,Bett,Wir wollten uns neue Betten kaufen.,We wanted to buy new beds.
noun,Bett,"Solange Sie Fieber haben, müssen Sie im Bett bleiben.","As long as you have a fever, you must stay in bed."
other,schlecht,Das Wetter ist schlecht.,The weather is bad.
other,schlecht,Du siehst aber schlecht aus. Bist du krank?,But you look bad. Are you ill?
other,schlecht,Es geht mir schlecht. Ich habe Fieber.,I feel bad. I have a fever.
other,schlecht,Ich habe zu viel gegessen. Jetzt ist mir schlecht.,I've eaten too much. Now I feel sick.
other,schlecht,Hier ist schlechte Luft. Mach bitte das Fenster auf.,The air here is bad. Please open the window.
other,schlecht,Stell die Milch in den Kühlschrank. Sonst wird sie schlecht.,Put the milk in the fridge. Otherwise it will go bad.
other,schlecht,Die Bezahlung in dieser Firma ist schlecht.,The pay in this company is poor.
other,schlecht,Die Verbindung ist schlecht. Ich höre dich nicht gut.,The connection is bad. I can't hear you well.
other,schlecht,Der Film war nicht schlecht. Er hat mir ganz gut gefallen.,The movie wasn't bad. I quite liked it.
noun,Schule,Meine Tochter geht schon in die Schule.,My daughter is already at school.
noun,Schule,Nächste Woche fängt die Schule wieder an.,School starts again next week.
noun,Schule,Die Schule ist gleich hier um die Ecke.,The school is just around the corner.
noun,Entschuldigung,"Oh, Entschuldigung! – Macht nichts. Kein Problem.","Oh, sorry! - Never mind. No problem."
noun,Wort,Ich kenne diese beiden Wörter nicht.,I don't know these two words.
noun,Wort,Sie hat mit wenigen Worten viel gesagt.,She said a lot in just a few words.
noun,Typ,Mein Nachbar ist ein netter Typ.,My neighbor is a nice guy.
noun,Typ,Was für ein Typ bist du? Was machst du gerne?,What type of person are you? What do you like to do?
noun,Typ,Kennen Sie sich mit den verschiedenen Typen aus? Auch mit meinem Auto?,Are you familiar with the different types? Even with my car?
verb,schlafen,Haben Sie gut geschlafen?,Did you sleep well?
verb,schlafen,"Wenn Sie mal nach München kommen, können Sie bei uns schlafen.","If you ever come to Munich, you can sleep with us."
noun,Gesicht,Wasch dir bitte das Gesicht.,Please wash your face.
noun,Gesicht,Mach doch kein so trauriges Gesicht!,Don't make such a sad face!
other,falls,"Falls es regnet, machen wir kein Picknick.","If it rains, we will not have a picnic."
other,bloß,Ich möchte nichts kaufen. Ich möchte mich bloß umsehen.,I don't want to buy anything. I just want to look around.
other,bloß,Komm bloß nicht zu spät. Wir müssen pünktlich am Bahnhof sein.,Just don't be late. We have to be at the station on time.
other,bloß,"Ach, wenn ich bloß mehr verdienen würde!","Oh, if only I earned more!"
other,unten,"Wir wohnen im 3. Stock, meine Eltern unten im 1. Stock.","We live on the 3rd floor, my parents live downstairs on the 1st floor."
other,unten,Sie ist mal kurz nach unten gegangen.,She went downstairs for a moment.
noun,Teil,Was steht in dem Brief? Ich habe den ersten Teil nicht verstanden,What does the letter say? I didn't understand the first part
noun,Teil,Der Film hat zwei Teile. Heute kommt Teil 1.,The movie has two parts. Part 1 is coming today.
noun,Teil,Gefällt dir der neue Job? – Nur zum Teil.,Do you like the new job? - Only partly.
noun,Mensch,Die Menschen sind hier ein bisschen anders als im Süden.,People are a bit different here than in the south.
verb,stellen,Stell das Bier in den Kühlschrank!,Put the beer in the fridge!
verb,stellen,Ich hole noch Milch. Stell dich bitte schon mal in die Schlange an der Kasse.,I'm going to get some milk. Please join the queue at the checkout.
verb,stellen,Wo kann ich mein Auto hinstellen?,Where can I park my car?
verb,stellen,Würden Sie das Radio bitte etwas leiser stellen.,Could you please turn the radio down a little.
verb,stellen,Haben Sie einen Moment Zeit? Wir möchten Ihnen ein paar Fragen stellen.,Do you have a moment? We would like to ask you a few questions.
verb,stellen,Ich habe den Wecker auf 5 Uhr gestellt.,I set the alarm for 5 o'clock.
other,oft/öfter,Ich treffe mich oft mit meiner Freundin.,I often meet up with my girlfriend.
other,oft/öfter,In letzter Zeit muss ich öfter Überstunden machen.,I've had to work overtime a lot recently.
noun,Sorge,Um Ihre Zukunft brauchen Sie sich keine Sorgen zu machen.,You don't need to worry about your future.
verb,trinken,Trinken Sie einen Tee mit uns?,Will you join us for tea?
other,dies-,Wohin fährst du dieses Jahr in Urlaub?,Where are you going on vacation this year?
other,dies-,Welche Hose nehmen Sie? – Diese hier.,Which pants do you choose? - These here.
noun,Ding,Gib mir bitte mal das Ding da drüben.,"Give me that thing over there, please."
verb,kriegen,Haben Sie meinen Brief gekriegt?,Did you get my letter?
verb,kriegen,"Was kriegen Sie? – Ein Schwarzbrot, bitte.","What can I get you? - A loaf of brown bread, please."
noun,Blut,Der Verletzte hat viel Blut verloren.,The injured person has lost a lot of blood.
other,ehrlich,Sie ist ein ehrlicher Mensch.,She is an honest person.
other,ehrlich,Bitte sei in dieser Sache ehrlich.,Please be honest about this.
other,ehrlich,Die Pause haben wir uns ehrlich verdient.,We have honestly earned the break.
noun,Eltern,Ich wohne noch bei meinen Eltern.,I still live with my parents.
noun,Herz,Ich bin ganz nervös. Mir klopft das Herz.,I'm really nervous. My heart is pounding.
noun,Herz,Wir müssen Ihr Herz untersuchen.,We need to examine your heart.
other,glücklich,Meine Schwester hat geheiratet und ist sehr glücklich.,My sister got married and is very happy.
other,glücklich,Ich wünsche Ihnen ein glückliches neues Jahr.,I wish you a happy new year.
other,glücklich,Ich bin glücklich verheiratet.,I am happily married.
other,alt,Wie alt sind Sie?,How old are you?
other,alt,Maria ist eine alte Freundin von mir.,Maria is an old friend of mine.
other,frei,Ist dieser Platz noch frei?,Is this seat still free?
other,frei,Morgen haben wir frei.,We have tomorrow off.
other,frei,Eintritt frei.,Free admission.
other,frei,Ich trinke nur alkoholfreies Bier.,I only drink non-alcoholic beer.
other,frei,Dieses Medikament ist rezeptfrei.,This medicine is available without prescription.
other,frei,Die Schüler können die Arbeitszeit frei wählen.,Students are free to choose their own working hours.
other,möglich,Kann ich bitte sofort einen Termin haben? – Das ist leider nicht möglich.,"Can I have an appointment immediately, please? - Unfortunately this is not possible."
noun,Fest,"Wenn ich 18 werde, feiern wir ein großes Fest.","When I turn 18, we'll have a big party."
noun,Fest,Frohes Fest!,Merry Christmas!
other,fest,"Mein Kollege glaubt fest daran, dass er die neue Stelle bekommt.",My colleague firmly believes that he will get the new job.
other,fest,"Als wir nach Hause kamen, haben die Kinder schon fest geschlafen.","When we got home, the children were already fast asleep."
other,fest,Für die nächste Familienfeier gibt es noch keinen festen Termin.,There is no fixed date yet for the next family celebration.
other,kaum,Ich kann Sie kaum verstehen. Bitte sprechen Sie lauter.,I can hardly hear you. Please speak up.
other,kaum,Es hat letzte Woche kaum geregnet.,It hardly rained last week.
other,kaum,Die Fahrt hat nicht lange gedauert. Kaum 20 Minuten.,The journey didn't take long. Barely 20 minutes.
noun,Platz,In unserer Wohnung haben wir nicht genug Platz.,We don't have enough space in our apartment.
noun,Platz,Ist dieser Platz noch frei?,Is this seat still free?
noun,Platz,Nehmen Sie bitte Platz.,Please take a seat.
noun,Platz,"Die Post ist auf dem Platz, direkt am Markt.","The post office is on the square, right next to the market."
noun,Rede,Der Präsident hat eine Rede gehalten.,The President gave a speech.
other,falsch,"Tut mir leid, ich habe die falsche Nummer gewählt.","I'm sorry, I dialed the wrong number."
other,falsch,Meine Uhr geht falsch.,My watch is wrong.
other,falsch,"Was Sie da sagen, ist falsch.",What you are saying is wrong.
other,sondern,"Unser Besuch kommt nicht heute, sondern morgen.","Our visit is not coming today, but tomorrow."
noun,Nummer,Ich habe mich in der Hausnummer geirrt.,I made a mistake with the house number.
noun,Nummer,Ich habe die falsche Nummer gewählt.,I dialed the wrong number.
noun,Nummer,Der Wagen hatte eine Münchner Nummer.,The car had a Munich number.
noun,Nummer,Sie haben Zimmer Nummer zwölf.,You have room number twelve.
noun,Nummer,Bitte geben Sie mir Ihre Kontonummer.,Please give me your account number.
noun,Nummer,Haben Sie die Bluse eine Nummer kleiner?,Do you have the blouse one size smaller?
other,früher/früher-,Früher habe ich in Berlin gewohnt.,I used to live in Berlin.
other,früher/früher-,Wir nehmen den früheren Zug.,We take the earlier train.
other,wohin,Wohin kommt der Schrank?,Where does the cupboard go?
other,wohin,Wohin fährt dieser Bus?,Where is this bus going?
other,außer,Außer Lisa hat sich niemand um die Stelle beworben.,"Apart from Lisa, no one else applied for the job."
other,außer,Der Aufzug ist außer Betrieb.,The elevator is out of order.
other,außer,Wir haben täglich außer Samstag geöffnet.,We are open every day except Saturday.
other,früh,Hier ist schon am frühen Morgen starker Verkehr.,There is already heavy traffic here in the early morning.
other,früh,Mein Vater arbeitet von früh bis spät.,My father works from early in the morning until late at night.
other,früh,Ich bin heute sehr früh aufgestanden.,I got up very early today.
other,früh,Wir sind eine halbe Stunde zu früh gekommen.,We arrived half an hour early.
other,früh,Wecken Sie mich bitte morgen früh um 6 Uhr.,Please wake me up at 6 a.m. tomorrow morning.
verb,(sich) setzen,Darf ich mich zu Ihnen setzen?,May I sit with you?
verb,(sich) setzen,"Bitte setzen Sie sich, wohin Sie wollen!",Please sit wherever you like!
other,zuerst,Wer war zuerst? – Der Herr hier.,Who was first? - The gentleman here.
other,zuerst,Zuerst gibt es Mittagessen. Dann könnt ihr Schokolade essen.,First there's lunch. Then you can eat chocolate.
other,zuerst,Zuerst hat mir die Arbeit gar nicht gefallen. Jetzt geht es besser.,At first I didn't like the work at all. Now it's better.
other,wahrscheinlich,Wahrscheinlich mache ich im Herbst noch einen Deutschkurs.,I'll probably do another German course in the fall.
verb,dürfen,Dürfen wir heute länger fernsehen?,Are we allowed to watch TV for longer today?
verb,dürfen,Sie dürfen hier nicht parken.,You are not allowed to park here.
verb,dürfen,Das hätten Sie nicht machen dürfen!,You shouldn't have done that!
verb,dürfen,Was darf ich Ihnen anbieten?,What can I offer you?
verb,dürfen,Ich suche ein gebrauchtes Auto. Es darf nicht mehr als 1000 Euro kosten.,I am looking for a used car. It must not cost more than 1000 euros.
noun,Telefon,1. Darf ich bitte Ihr Telefon benutzen?,1. may I please use your phone?
other,willkommen,Herzlich willkommen in Köln.,Welcome to Cologne.
noun,Plan,"Was macht ihr im Sommer? – Ich weiß noch nicht, wir haben noch keine Pläne.","What are you doing in the summer? - I don't know yet, we don't have any plans."
noun,Plan,Haben Sie einen Plan von Berlin?,Do you have a map of Berlin?
verb,retten,Der Arzt konnte das Kind noch retten.,The doctor was able to save the child.
other,hierher,Ich komme oft hierher. In diesem Café gibt es guten Kuchen.,I come here often. This café serves good cakes.
noun,Fehler,"Ich glaube, da haben Sie einen Fehler gemacht.",I think you made a mistake there.
noun,Fehler,Die Schülerin hat den Fehler sofort gefunden.,The pupil found the error immediately.
noun,Pass,Ich muss meinen Pass verlängern lassen.,I have to have my passport extended.
noun,Pass,Im Hotel brauchst du bei der Anmeldung deinen Pass.,You will need your passport to register at the hotel.
other,vor allem,"Grüßen Sie alle von mir, vor allem Frau Meier.","Give my best to all of you, especially Mrs. Meier."
other,nächst-,Wo ist hier die nächste Apotheke?,Where is the nearest pharmacy?
other,nächst-,Rufen Sie bitte nächste Woche noch einmal an.,Please call again next week.
other,nächst-,Wann fährt der nächste Zug nach Frankfurt?,When is the next train to Frankfurt?
other,nächst-,Wer ist der Nächste bitte?,"Who's next, please?"
noun,Stunde,Ich bin in einer Stunde wieder zurück.,I'll be back in an hour.
noun,Stunde,Wir haben heute nur vier Stunden Schule.,We only have four hours of school today.
noun,Stunde,Ich warte seit zwei Stunden auf dich.,I've been waiting for you for two hours.
noun,Menge,"Diesen Preis gibt es nur, wenn Sie große Mengen kaufen.",This price is only available if you buy large quantities.
noun,Menge,Wir haben noch eine Menge Zeit.,We still have a lot of time.
noun,Menge,Ich kenne schon eine Menge Leute in der Stadt.,I already know a lot of people in the city.
noun,Menge,Das Auto hat bestimmt eine Menge Geld gekostet.,The car must have cost a lot of money.
other,langsam,Könnten Sie bitte etwas langsamer sprechen?,Could you please speak a little slower?
other,langsam,Es wird langsam kalt. Es wird Herbst.,It's getting cold. Fall is coming.
other,bereits,Bitte melde dich bei Frau Kaiser. Sie hat bereits dreimal angerufen.,Please get in touch with Ms. Kaiser. She has already called three times.
verb,lieben,Ich liebe meine Familie.,I love my family.
verb,lieben,Meine Frau liebt ihren Beruf.,My wife loves her job.
verb,lieben,"Wir sind schon lange verheiratet, aber wir lieben uns immer noch.","We've been married for a long time, but we still love each other."
noun,Büro,Unser Büro bleibt samstags geschlossen.,Our office is closed on Saturdays.
noun,Büro,Ich möchte in einem Büro arbeiten.,I would like to work in an office.
verb,schaffen,"Kannst du mir helfen, die Party vorzubereiten? Ich schaffe das nicht allein.",Can you help me prepare the party? I can't do it alone.
